Pos,Baliza1,Baliza2,Baliza3,Baliza4,Baliza5,Baliza6,Baliza7,Baliza8,Baliza9,Baliza10,Baliza11,Baliza12,Baliza13
R02,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
R02,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01,NA,NA,-78,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01,NA,NA,-77,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01,NA,NA,-81,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01,NA,NA,-76,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,-79,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,-76,NA,-79,-78,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
O02,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
O01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-78,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-71,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-77,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-75,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA
N02,NA,NA,-78,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,-78,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
N01,NA,-81,-78,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N01,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-74,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
M02,NA,NA,-79,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-75,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
M01,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
L01,NA,-81,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01,NA,NA,-79,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
K02,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,NA,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
J02,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-72,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-79,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
J01,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
J01,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
